job_id,job_title,role,location,company,skills,url
0,Business Analyst,Business Analyst,Mumbai,TCS,"Airflow, GCP, Hadoop, PyTorch, R, SQL",https://example.com/job/0
1,ML Engineer - Junior,ML Engineer,Kolkata,Accenture,"Data Visualization, Pandas, R, Statistics",https://example.com/job/1
2,BI Developer - Lead,BI Developer,Mumbai,Flipkart,"AWS, ETL, Excel, NLP, Power BI, Statistics, Tableau, TensorFlow",https://example.com/job/2
3,BI Developer - Junior,BI Developer,Bengaluru,Freshworks,"Azure, Deep Learning, GCP, Machine Learning, Pandas, Statistics, TensorFlow, scikit-learn",https://example.com/job/3
4,Data Scientist - Lead,Data Scientist,Bengaluru,PhonePe,"Data Visualization, GCP, Hadoop, Linux, PyTorch, SQL, Spark, Tableau",https://example.com/job/4
5,ML Engineer - Junior,ML Engineer,Kolkata,PhonePe,"Deep Learning, Kubernetes, Statistics, TensorFlow",https://example.com/job/5
6,ML Engineer - Junior,ML Engineer,Bengaluru,Deloitte,"Communication, NLP, R, Spark",https://example.com/job/6
7,ML Engineer,ML Engineer,Hyderabad,Amazon,"Excel, GCP, Machine Learning, Power BI, Python, R",https://example.com/job/7
8,Data Scientist,Data Scientist,Delhi,Flipkart,"Azure, Linux, Spark, Tableau, scikit-learn",https://example.com/job/8
9,BI Developer,BI Developer,Hyderabad,Amazon,"AWS, Deep Learning, NLP, Pandas, Python, SQL, Tableau",https://example.com/job/9
10,BI Developer - Lead,BI Developer,Mumbai,Deloitte,"API, AWS, Airflow, Azure, Python",https://example.com/job/10
11,BI Developer,BI Developer,Kolkata,PhonePe,"AWS, Excel, NLP, Pandas, PyTorch, R, SQL, Tableau",https://example.com/job/11
12,Data Analyst - Junior,Data Analyst,Bengaluru,Freshworks,"Excel, Kubernetes, PyTorch, Python, Tableau",https://example.com/job/12
13,BI Developer - Senior,BI Developer,Chennai,Deloitte,"API, Data Visualization, Excel, Git, Spark, Tableau, TensorFlow",https://example.com/job/13
14,Business Analyst,Business Analyst,Hyderabad,Wipro,"API, Deep Learning, Hadoop, Pandas, PyTorch",https://example.com/job/14
15,Data Analyst - Junior,Data Analyst,Hyderabad,Deloitte,"Airflow, Data Visualization, Hadoop, Linux, NLP, Pandas, PyTorch",https://example.com/job/15
16,Data Scientist,Data Scientist,Delhi,Accenture,"Communication, Git, Machine Learning, Power BI, Spark",https://example.com/job/16
17,BI Developer,BI Developer,Pune,Amazon,"API, Data Visualization, Linux, Pandas, Power BI, PyTorch",https://example.com/job/17
18,Data Analyst - Lead,Data Analyst,Noida,Infosys,"AWS, Communication, Docker, Excel, GCP, Kubernetes, NLP, Power BI, SQL",https://example.com/job/18
19,ML Engineer,ML Engineer,Noida,Infosys,"Communication, ETL, Excel, Git, Linux, Power BI, Tableau",https://example.com/job/19
20,Business Analyst - Senior,Business Analyst,Mumbai,TCS,"API, Git, Hadoop, NLP, Python",https://example.com/job/20
21,ML Engineer - Senior,ML Engineer,Delhi,TCS,"NumPy, Statistics, scikit-learn",https://example.com/job/21
22,ML Engineer - Junior,ML Engineer,Mumbai,Amazon,"ETL, Hadoop, Kubernetes, NLP",https://example.com/job/22
23,BI Developer - Senior,BI Developer,Mumbai,PhonePe,"Data Visualization, Hadoop, Kubernetes, Machine Learning, Tableau",https://example.com/job/23
24,Data Analyst - Lead,Data Analyst,Kolkata,PhonePe,"Hadoop, Kubernetes, Machine Learning, R, Spark",https://example.com/job/24
25,Data Scientist - Junior,Data Scientist,Hyderabad,Infosys,"A/B Testing, Airflow, Data Visualization, GCP, Hadoop, Linux",https://example.com/job/25
26,BI Developer - Lead,BI Developer,Delhi,Swiggy,"ETL, Hadoop, NumPy",https://example.com/job/26
27,Business Analyst,Business Analyst,Delhi,Wipro,"AWS, Azure, Deep Learning, Pandas, TensorFlow",https://example.com/job/27
28,Business Analyst - Senior,Business Analyst,Bengaluru,Amazon,"API, AWS, ETL, Git, Kubernetes, Pandas, Spark, Tableau",https://example.com/job/28
29,Data Scientist,Data Scientist,Chennai,Amazon,"Azure, GCP, PyTorch, SQL",https://example.com/job/29
30,Data Analyst - Lead,Data Analyst,Chennai,PhonePe,"Data Visualization, Excel, Git, Hadoop, Machine Learning, NumPy, R",https://example.com/job/30
31,Data Analyst - Lead,Data Analyst,Mumbai,Wipro,"API, Airflow, Azure, Deep Learning, Docker, ETL, Hadoop, Spark",https://example.com/job/31
32,Business Analyst - Lead,Business Analyst,Bengaluru,TCS,"Kubernetes, Machine Learning, Power BI, Python, scikit-learn",https://example.com/job/32
33,Data Analyst - Junior,Data Analyst,Hyderabad,Freshworks,"Airflow, Docker, GCP, Linux, PyTorch, R, scikit-learn",https://example.com/job/33
34,Data Scientist - Senior,Data Scientist,Kolkata,Infosys,"Data Visualization, Git, Linux, NumPy, Power BI",https://example.com/job/34
35,BI Developer - Lead,BI Developer,Delhi,Swiggy,"Hadoop, NumPy, Power BI, PyTorch, Python",https://example.com/job/35
36,BI Developer,BI Developer,Delhi,Accenture,"API, Azure, ETL, Excel, Spark",https://example.com/job/36
37,ML Engineer - Senior,ML Engineer,Hyderabad,Accenture,"Azure, Communication, ETL, NLP, PyTorch",https://example.com/job/37
38,Business Analyst - Senior,Business Analyst,Kolkata,TCS,"A/B Testing, Deep Learning, Docker, Kubernetes, NumPy, SQL, Tableau, scikit-learn",https://example.com/job/38
39,Data Scientist - Junior,Data Scientist,Hyderabad,Swiggy,"Git, Kubernetes, Power BI, PyTorch, Python, R, TensorFlow, scikit-learn",https://example.com/job/39
40,Data Scientist - Senior,Data Scientist,Pune,TCS,"ETL, Machine Learning, NLP, NumPy, PyTorch, SQL, Tableau, scikit-learn",https://example.com/job/40
41,BI Developer,BI Developer,Kolkata,TCS,"API, Data Visualization, Docker, Kubernetes, SQL, Tableau, scikit-learn",https://example.com/job/41
42,BI Developer - Lead,BI Developer,Chennai,Swiggy,"Communication, Docker, Kubernetes, NLP, R, Tableau",https://example.com/job/42
43,ML Engineer - Junior,ML Engineer,Mumbai,Freshworks,"API, Communication, Machine Learning, NLP, R, SQL",https://example.com/job/43
44,ML Engineer - Junior,ML Engineer,Noida,TCS,"Data Visualization, Deep Learning, Machine Learning, Python, Spark",https://example.com/job/44
45,BI Developer - Junior,BI Developer,Bengaluru,Swiggy,"A/B Testing, AWS, Communication, Git, NumPy, Pandas, SQL, Spark",https://example.com/job/45
46,ML Engineer - Junior,ML Engineer,Hyderabad,Freshworks,"Data Visualization, NLP, Power BI, Statistics, TensorFlow",https://example.com/job/46
47,Business Analyst - Junior,Business Analyst,Mumbai,Swiggy,"Deep Learning, GCP, Hadoop, R, scikit-learn",https://example.com/job/47
48,Data Analyst - Lead,Data Analyst,Delhi,Infosys,"API, ETL, GCP, Git, Pandas, Python, scikit-learn",https://example.com/job/48
49,Data Scientist - Junior,Data Scientist,Bengaluru,Wipro,"A/B Testing, Data Visualization, NumPy, PyTorch, scikit-learn",https://example.com/job/49
50,Data Analyst - Senior,Data Analyst,Pune,Swiggy,"GCP, Kubernetes, Python, Spark, Tableau, TensorFlow",https://example.com/job/50
51,Business Analyst - Lead,Business Analyst,Chennai,Infosys,"A/B Testing, Communication, Docker, Excel, Linux, Python",https://example.com/job/51
52,Business Analyst - Lead,Business Analyst,Hyderabad,Infosys,"AWS, Azure, Excel, Git, PyTorch, R, Statistics, scikit-learn",https://example.com/job/52
53,Business Analyst - Senior,Business Analyst,Mumbai,Deloitte,"Azure, GCP, Machine Learning, Python, TensorFlow",https://example.com/job/53
54,ML Engineer - Junior,ML Engineer,Delhi,TCS,"API, Airflow, Azure, Data Visualization, Kubernetes, Linux, Spark, Tableau",https://example.com/job/54
55,Data Scientist,Data Scientist,Noida,Amazon,"A/B Testing, Azure, Deep Learning, NLP, NumPy, Spark, scikit-learn",https://example.com/job/55
56,Data Analyst - Senior,Data Analyst,Mumbai,Infosys,"GCP, Git, Linux, Pandas, Power BI, Spark, Tableau",https://example.com/job/56
57,Data Analyst - Lead,Data Analyst,Mumbai,PhonePe,"A/B Testing, Azure, Kubernetes, NumPy, SQL, Statistics",https://example.com/job/57
58,BI Developer,BI Developer,Delhi,Deloitte,"Excel, Git, Hadoop, PyTorch, R, scikit-learn",https://example.com/job/58
59,Data Scientist - Lead,Data Scientist,Bengaluru,Accenture,"AWS, Azure, ETL, Excel, Git, NLP, TensorFlow",https://example.com/job/59
60,ML Engineer - Junior,ML Engineer,Noida,Infosys,"AWS, Docker, ETL, Git, Linux, NumPy",https://example.com/job/60
61,Data Analyst - Senior,Data Analyst,Delhi,Wipro,"A/B Testing, API, Communication, Deep Learning, Hadoop, NLP",https://example.com/job/61
62,ML Engineer - Junior,ML Engineer,Bengaluru,TCS,"Excel, Linux, Machine Learning, NLP, Pandas, TensorFlow",https://example.com/job/62
63,Business Analyst - Junior,Business Analyst,Chennai,Infosys,"AWS, Data Visualization, Hadoop, Pandas, Python, SQL, Statistics",https://example.com/job/63
64,Business Analyst - Lead,Business Analyst,Noida,Amazon,"API, Communication, Kubernetes, NLP, NumPy, Spark, TensorFlow",https://example.com/job/64
65,Data Analyst,Data Analyst,Delhi,Flipkart,"AWS, Azure, Communication, Deep Learning, Pandas, SQL, Spark",https://example.com/job/65
66,Business Analyst - Senior,Business Analyst,Chennai,TCS,"A/B Testing, ETL, Git, Hadoop, Machine Learning, Pandas, TensorFlow",https://example.com/job/66
67,Data Scientist - Senior,Data Scientist,Noida,Deloitte,"A/B Testing, API, Azure, NLP, Pandas, Power BI, Spark, scikit-learn",https://example.com/job/67
68,BI Developer,BI Developer,Mumbai,TCS,"AWS, Git, Kubernetes, Pandas, R, Tableau",https://example.com/job/68
69,Data Analyst - Senior,Data Analyst,Bengaluru,Amazon,"Communication, Docker, Hadoop, NLP, Power BI, Spark, TensorFlow",https://example.com/job/69
70,Business Analyst - Senior,Business Analyst,Noida,Infosys,"API, Excel, PyTorch, Python, scikit-learn",https://example.com/job/70
71,Data Scientist - Lead,Data Scientist,Chennai,Deloitte,"AWS, Azure, ETL, Kubernetes, Linux, Power BI, PyTorch, R, Spark",https://example.com/job/71
72,Data Analyst - Senior,Data Analyst,Chennai,Flipkart,"A/B Testing, Kubernetes, Linux, NumPy, PyTorch, R",https://example.com/job/72
73,Business Analyst - Junior,Business Analyst,Pune,Deloitte,"A/B Testing, Communication, Deep Learning, Linux, Statistics, scikit-learn",https://example.com/job/73
74,Data Analyst - Senior,Data Analyst,Kolkata,Infosys,"API, AWS, Azure, NumPy, Spark",https://example.com/job/74
75,ML Engineer,ML Engineer,Mumbai,Wipro,"Deep Learning, Docker, GCP, Linux, Machine Learning, NumPy, Python, Tableau, TensorFlow",https://example.com/job/75
76,BI Developer - Senior,BI Developer,Bengaluru,Flipkart,"A/B Testing, Airflow, Git, Kubernetes, NumPy, R, TensorFlow",https://example.com/job/76
77,Data Analyst - Junior,Data Analyst,Hyderabad,Accenture,"A/B Testing, Azure, Communication, Data Visualization, Deep Learning, GCP, NumPy, SQL, Spark",https://example.com/job/77
78,Data Analyst - Lead,Data Analyst,Hyderabad,Deloitte,"A/B Testing, AWS, Kubernetes, NumPy, Power BI, Statistics, Tableau",https://example.com/job/78
79,Business Analyst,Business Analyst,Bengaluru,Deloitte,"ETL, Excel, Git, Hadoop, NLP, Pandas, Spark",https://example.com/job/79
80,ML Engineer - Junior,ML Engineer,Pune,Deloitte,"Data Visualization, ETL, Hadoop, Pandas, Power BI, R, SQL",https://example.com/job/80
81,BI Developer - Junior,BI Developer,Hyderabad,Infosys,"Communication, Git, NLP, PyTorch, R",https://example.com/job/81
82,Data Scientist - Lead,Data Scientist,Kolkata,Flipkart,"Deep Learning, Machine Learning, Pandas, Power BI, TensorFlow",https://example.com/job/82
83,BI Developer - Junior,BI Developer,Noida,Flipkart,"AWS, Airflow, Azure, Deep Learning, Excel, NLP, SQL, Tableau, scikit-learn",https://example.com/job/83
84,Business Analyst - Junior,Business Analyst,Chennai,Deloitte,"A/B Testing, AWS, Azure, ETL, Kubernetes, NLP, Python",https://example.com/job/84
85,ML Engineer - Junior,ML Engineer,Delhi,Flipkart,"Azure, ETL, Kubernetes, Linux",https://example.com/job/85
86,ML Engineer - Senior,ML Engineer,Mumbai,TCS,"A/B Testing, AWS, ETL, Linux, R, Statistics, Tableau",https://example.com/job/86
87,Data Scientist - Lead,Data Scientist,Mumbai,Deloitte,"A/B Testing, AWS, ETL, Machine Learning, Power BI, SQL, Tableau",https://example.com/job/87
88,Business Analyst - Junior,Business Analyst,Mumbai,Swiggy,"Communication, Data Visualization, Deep Learning, Kubernetes, NLP, SQL, TensorFlow",https://example.com/job/88
89,Data Scientist - Senior,Data Scientist,Chennai,Swiggy,"AWS, Excel, Hadoop, NumPy, Pandas, Power BI",https://example.com/job/89
90,Data Scientist - Junior,Data Scientist,Kolkata,Amazon,"Airflow, Azure, Data Visualization, Excel, Statistics, TensorFlow",https://example.com/job/90
91,Business Analyst,Business Analyst,Noida,Wipro,"A/B Testing, Data Visualization, GCP, Machine Learning, NumPy, Power BI, Python, Spark",https://example.com/job/91
92,Data Analyst - Senior,Data Analyst,Bengaluru,Amazon,"A/B Testing, Azure, GCP, Hadoop, Machine Learning, NLP, R, SQL",https://example.com/job/92
93,BI Developer - Junior,BI Developer,Bengaluru,PhonePe,"Kubernetes, Machine Learning, NLP, Python, R",https://example.com/job/93
94,BI Developer - Senior,BI Developer,Bengaluru,Wipro,"API, Git, Linux, Machine Learning, PyTorch, R, Spark, Tableau",https://example.com/job/94
95,Business Analyst - Lead,Business Analyst,Mumbai,Freshworks,"ETL, Hadoop, Linux, NumPy, Pandas, Tableau, scikit-learn",https://example.com/job/95
96,Business Analyst - Junior,Business Analyst,Pune,Accenture,"API, Deep Learning, Kubernetes, Power BI, Tableau",https://example.com/job/96
97,Business Analyst - Junior,Business Analyst,Bengaluru,Amazon,"API, Airflow, Deep Learning, GCP, Hadoop, Kubernetes, NumPy",https://example.com/job/97
98,ML Engineer - Lead,ML Engineer,Pune,Flipkart,"A/B Testing, ETL, GCP, Git, Power BI, PyTorch, R, Statistics",https://example.com/job/98
99,Business Analyst - Lead,Business Analyst,Hyderabad,TCS,"A/B Testing, Azure, Data Visualization, Pandas, PyTorch, R, Spark, scikit-learn",https://example.com/job/99
100,Data Analyst - Junior,Data Analyst,Kolkata,TCS,"Airflow, Azure, Hadoop, Statistics, TensorFlow",https://example.com/job/100
101,Data Scientist - Lead,Data Scientist,Delhi,Freshworks,"Communication, ETL, GCP, Python, Tableau",https://example.com/job/101
102,Data Analyst - Lead,Data Analyst,Mumbai,Flipkart,"ETL, Git, Kubernetes, R, Statistics",https://example.com/job/102
103,BI Developer - Senior,BI Developer,Noida,Wipro,"Azure, Hadoop, Linux, NumPy, R",https://example.com/job/103
104,Data Analyst - Junior,Data Analyst,Bengaluru,Freshworks,"API, Airflow, Data Visualization, ETL, Hadoop, NLP, Power BI, Tableau",https://example.com/job/104
105,Business Analyst - Lead,Business Analyst,Bengaluru,TCS,"AWS, Airflow, Communication, GCP, Git, Linux, Spark",https://example.com/job/105
106,Data Analyst - Senior,Data Analyst,Noida,Accenture,"API, Excel, Git, Kubernetes, Linux, NLP, NumPy, R",https://example.com/job/106
107,BI Developer - Lead,BI Developer,Chennai,Deloitte,"API, Kubernetes, NLP, Pandas, Python",https://example.com/job/107
108,Business Analyst - Senior,Business Analyst,Delhi,Wipro,"A/B Testing, Data Visualization, Kubernetes, Linux, NumPy, TensorFlow",https://example.com/job/108
109,BI Developer,BI Developer,Noida,PhonePe,"Communication, Data Visualization, Deep Learning, Docker, GCP, Pandas, Statistics, TensorFlow",https://example.com/job/109
110,Data Analyst - Senior,Data Analyst,Mumbai,TCS,"Excel, Linux, PyTorch, Python, R, Tableau",https://example.com/job/110
111,Data Analyst - Junior,Data Analyst,Bengaluru,Infosys,"A/B Testing, API, Airflow, Communication, Docker, Kubernetes, NLP, Power BI",https://example.com/job/111
112,ML Engineer - Senior,ML Engineer,Bengaluru,Accenture,"A/B Testing, API, Linux, Pandas, R, SQL",https://example.com/job/112
113,Business Analyst - Junior,Business Analyst,Noida,Wipro,"A/B Testing, Azure, NumPy, Pandas, Python, SQL, TensorFlow",https://example.com/job/113
114,Business Analyst - Lead,Business Analyst,Kolkata,Amazon,"A/B Testing, Data Visualization, Machine Learning, Spark, scikit-learn",https://example.com/job/114
115,Data Analyst - Junior,Data Analyst,Chennai,Amazon,"Airflow, Communication, ETL, R, Spark, Statistics",https://example.com/job/115
116,Business Analyst,Business Analyst,Mumbai,TCS,"A/B Testing, Deep Learning, ETL, Git, Hadoop, PyTorch, R, SQL, scikit-learn",https://example.com/job/116
117,BI Developer - Lead,BI Developer,Pune,Freshworks,"API, Deep Learning, Excel, Pandas, Spark, scikit-learn",https://example.com/job/117
118,Data Analyst - Junior,Data Analyst,Noida,Amazon,"AWS, Azure, Kubernetes, PyTorch, SQL",https://example.com/job/118
119,Data Analyst - Senior,Data Analyst,Pune,Deloitte,"A/B Testing, AWS, GCP, Hadoop, Kubernetes, Linux, NumPy",https://example.com/job/119
120,BI Developer - Lead,BI Developer,Kolkata,Freshworks,"A/B Testing, Docker, NLP, Power BI, Tableau, TensorFlow",https://example.com/job/120
121,ML Engineer - Senior,ML Engineer,Hyderabad,Wipro,"A/B Testing, Communication, Data Visualization, Deep Learning, ETL, Hadoop, NLP, PyTorch, scikit-learn",https://example.com/job/121
122,Data Scientist - Lead,Data Scientist,Pune,Wipro,"API, Git, NLP, NumPy, Power BI, Tableau",https://example.com/job/122
123,Data Scientist - Lead,Data Scientist,Mumbai,Deloitte,"AWS, Excel, GCP, Machine Learning, NLP, Pandas, Power BI, R",https://example.com/job/123
124,Data Scientist,Data Scientist,Hyderabad,TCS,"A/B Testing, Azure, Data Visualization, Linux, Tableau",https://example.com/job/124
125,BI Developer - Senior,BI Developer,Chennai,Freshworks,"Azure, Data Visualization, Deep Learning, Docker, GCP, NLP, SQL, TensorFlow",https://example.com/job/125
126,ML Engineer - Lead,ML Engineer,Mumbai,Flipkart,"Docker, Hadoop, NLP, Python, Spark",https://example.com/job/126
127,Data Scientist - Junior,Data Scientist,Pune,Flipkart,"Communication, ETL, Excel, Linux, NumPy, Pandas",https://example.com/job/127
128,Data Scientist - Junior,Data Scientist,Pune,Freshworks,"A/B Testing, AWS, GCP, Machine Learning, Pandas, PyTorch, Python, Spark",https://example.com/job/128
129,ML Engineer - Senior,ML Engineer,Delhi,Flipkart,"AWS, Communication, Data Visualization, Hadoop, Linux, NLP, NumPy, R, SQL",https://example.com/job/129
130,ML Engineer - Lead,ML Engineer,Pune,Infosys,"A/B Testing, API, Hadoop, Pandas",https://example.com/job/130
131,ML Engineer - Senior,ML Engineer,Noida,Wipro,"API, Airflow, ETL, Excel, Machine Learning, NLP, Pandas, Spark",https://example.com/job/131
132,Business Analyst,Business Analyst,Chennai,Deloitte,"A/B Testing, Machine Learning, NLP, Pandas, Spark",https://example.com/job/132
133,ML Engineer,ML Engineer,Hyderabad,Wipro,"Data Visualization, ETL, Machine Learning, NLP, PyTorch, SQL, Spark, TensorFlow",https://example.com/job/133
134,Business Analyst - Lead,Business Analyst,Mumbai,Flipkart,"Data Visualization, ETL, Linux, Machine Learning, Python, R, Tableau",https://example.com/job/134
135,Data Analyst - Lead,Data Analyst,Hyderabad,Freshworks,"Excel, Linux, Machine Learning, NumPy, Power BI, PyTorch, Tableau",https://example.com/job/135
136,BI Developer - Lead,BI Developer,Bengaluru,Accenture,"Deep Learning, Docker, Excel, Pandas, SQL, Spark",https://example.com/job/136
137,ML Engineer - Senior,ML Engineer,Delhi,Swiggy,"R, Spark, Tableau",https://example.com/job/137
138,BI Developer - Senior,BI Developer,Kolkata,Amazon,"API, AWS, Airflow, Azure, Docker, NLP, SQL, Spark",https://example.com/job/138
139,Business Analyst - Junior,Business Analyst,Kolkata,Freshworks,"A/B Testing, ETL, Git, R, SQL, Spark, Tableau",https://example.com/job/139
140,Data Scientist - Senior,Data Scientist,Chennai,Amazon,"Airflow, Linux, Machine Learning, NLP, PyTorch, SQL, scikit-learn",https://example.com/job/140
141,Business Analyst - Lead,Business Analyst,Chennai,PhonePe,"Git, Kubernetes, Pandas, PyTorch, R, Spark, scikit-learn",https://example.com/job/141
142,ML Engineer - Lead,ML Engineer,Bengaluru,Accenture,"Machine Learning, NLP, Statistics, TensorFlow, scikit-learn",https://example.com/job/142
143,Data Analyst,Data Analyst,Chennai,PhonePe,"A/B Testing, AWS, ETL, Excel, R, Spark, Statistics",https://example.com/job/143
144,BI Developer - Senior,BI Developer,Chennai,Freshworks,"Data Visualization, Kubernetes, NLP, R, SQL",https://example.com/job/144
145,Data Scientist - Senior,Data Scientist,Bengaluru,TCS,"Azure, Excel, Kubernetes, Linux, Python, Tableau",https://example.com/job/145
146,Business Analyst - Lead,Business Analyst,Hyderabad,Wipro,"API, Azure, NLP, TensorFlow",https://example.com/job/146
147,Data Analyst - Junior,Data Analyst,Noida,Infosys,"Azure, Deep Learning, Git, Machine Learning, NLP, SQL, Statistics",https://example.com/job/147
148,Data Scientist,Data Scientist,Noida,PhonePe,"Deep Learning, Excel, NLP, Pandas, Python, Tableau",https://example.com/job/148
149,Data Analyst - Junior,Data Analyst,Delhi,Wipro,"A/B Testing, GCP, Linux, Spark, Statistics, scikit-learn",https://example.com/job/149
150,Business Analyst - Junior,Business Analyst,Mumbai,Deloitte,"API, Communication, Data Visualization, GCP, Linux, NumPy",https://example.com/job/150
